X1,LexikalischerFrame,KE1,KEE,KE2,Lesart,Schwierigkeit,Koerzion,No,Date,Genre,Bibl,ContextBefore,Hit,ContextAfter
stemmen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,a,1,370,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 64","Wider meinen Willen setzte ich ab; die Tür wurde aufgerissen, einige hastig geschriene Worte, und die Männer rannten hinunter zum Strand.","Die Flaute hatte uns bis zur Insel begleitet; jetzt aber war der auflandige Wind umgesprungen und stürzte als Fallwind wieder vom Berg nieder in die Dünung; Brecher bauten sich bereits an der vorspringenden Felszunge auf, das Wasser schoß hoch an ihr, und der Schoner in der Bucht stampfte und schlingerte in schweren Wogen, stemmte sich gegen sie an, in den wirr aufgewühlten, schwerer werdenden Seegang verhockt.","Die Matrosen anbrüllend, ließ der Kapitän die Boote zur Wasserlinie ziehen und abstoßen."
stemmen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,c,1,379,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 536","Im ersten Moment dann, als ich über den Rand schaue, ist mir, als sähe ich auf den Himmel hinab, in das Blau spiegelnder Luft am Grund, die den Krater ausfüllt, bis langsam ein türkisfar-bener See darin sichtbar wird, Asche fehlfarben an den Hängen, rot ausgelaugt, braun, gelb und grün.","In den Böen zu stehen ist schwer, ich stemme mich gegen sie und öffne meinen Mund, ich bin kindisch, er bläst mir die Backen auf, ich kann ihn schlucken, breite meine Hände aus und lege mich vornüber auf den Wind, der mich einen Moment gleichsam trägt, bevor ich kippe; dann steht Marah neben mir, und ich schließe sie in meine Arme.","Der höchste Punkt des Kraterrandes liegt auf der anderen Seite, aber auch von hier aus schauen wir auf die tiefen Furchen, die die Regenfälle in den Bergkegel schneiden, symmetrisch von dieser Mitte ausgehend wie Längengrade einer Polprojektion: das ist die Karte, die ich zeichnen werde."
ducken,Body_movement,Body_movement.Agent,NA,Body_movement.(Goal),manner,b,1,74,37622,Belletristik,"Funke, Cornelia: Tintenherz, Hamburg: Cecilie Dressler Verlag 2003, S. 52","Sie musste wissen, warum es Mo so viel wert war, dass er sie dafür hierher schleppte...","In der Eingangshalle sah er sich noch einmal um, bevor er das Haus verließ, aber Meggie duckte sich rechtzeitig hinter eine Truhe, die nach Mottenkugeln und Lavendel roch.","Sie beschloss, in ihrem Versteck zu bleiben, bis Mo zurückkam."
werfen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,x,1,95,38353,Belletristik,"Boie, Kirsten: Skogland, Ort: Hamburg 2005, S. 174",Jarven rannte geduckt.,"Das Gebüsch war nicht mehr als dreißig Schritte entfernt, sie warf sich hinter einen dichten Jasmin und keuchte.","Sie wusste jetzt auch, woran der Tonfall des Vizekönigs sie erinnert hatte."
schieben,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,16,36526,Belletristik,"Beyer, Marcel: Spione, Köln: DuMont 2000, S. 80",Und heute hat er keinen Vater mehr.,"Wieder schiebt sich die Alte in den Blick, sie will unsere Großmutter vollständig verdecken.",Mein Onkel kann sich heute nicht einmal mehr an die Augenfarbe seiner Mutter erinnern.
wenden,Change_direction,Change_direction.Theme,NA,Change_direction.Direction,neutral,x,1,21,36526,Belletristik,"Beyer, Marcel: Spione, Köln: DuMont 2000, S. 106","Gerade noch die Zeiger seiner Armbanduhr kann er in diesem schwachen Licht erkennen, der Leuchtstoff blättert langsam ab.","Er hätte längst an der Haltestelle sein müssen, springt von der Parkbank auf und wendet sich in Richtung Ausgang, rennt durch den Park, obwohl ihm beide Beine eingeschlafen sind.","Er spürt, daß er verfolgt wird."
drücken,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,cx,1,24,36526,Belletristik,"Beyer, Marcel: Spione, Köln: DuMont 2000, S. 120","Der Sohn muß die Axt gehalten haben, die Schwester schaut ihm zu, schirmt ihren Bruder ab, niemand soll der Zertrümmerung, der blanken Wut ein Ende setzen dürfen.","Der Vater drückt sich tatenlos in eine Ecke, läßt seinen Schreibtisch von den eigenen Kindern auseinanderschlagen.",Vielleicht hat er die Hände in den Taschen oder hält sie vors Gesicht.
schleichen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,x,1,47,36526,Belletristik,"Beyer, Marcel: Spione, Köln: DuMont 2000, S. 257","Die unbekannten Orte, fremde Sprachen, alles versprach so aufregend zu werden wie der Spanieneinsatz.","Dann stellte sich heraus, daß Krieg auf Dauer nicht spannend ist, nach und nach schlich sich die Müdigkeit in die Glieder.","Langsam wurde der Krieg zum Warten auf den nächsten Fronturlaub, zur bloßen Hoffnung, daß man zu dem Termin noch lebe."
legen,Placing,Placing.Agent,Placing.Theme,Placing.Goal,neutral,x,1,67,36526,Belletristik,"Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 55","Und dann legte sie mir eine Hand auf die Schulter, sah sich um, beugte sich vor, gab mir einen Kuß auf die Wange und verschwand auf dem Klo.","Meine Wange brannte, und ich dachte, eigentlich müßte da ein Fleck sein, den jeder sehen mußte, und weil ich das nicht wollte, ging ich nach oben und legte mich in meinen Schlafsack und hörte Mücke beim Schnarchen zu.",Unten dröhnte Musik.
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.(Direction),neutral,x,1,71,36526,Belletristik,"Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 74",Wilfried war nicht da.,"Jutta machte ein Geräusch und drehte sich in meine Richtung, die Augen geschlossen.",Sie sah mich nicht.
wagen,Daring,Daring.Agent,Motion.Theme,Motion.Goal,incidental,a,7,118,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 26","Als er tot war, verstellte Großvater Haueisen einen Uhrenzeiger – und Holzoma Hindenburg berief Holzteufel Hitler nicht zum Reichskanzler.","Es wagten sich keine SA-Leute ins Scheunenviertel, um Steine in Mosche Sternkukkers Buchladen zu werfen.","Und es kam zu keiner Razzia, bei der man einen Haufen Menschen im Grenadierstraßenhof zusammentrieb und beschimpfte und ruppig anfaßte."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,b,1,128,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 47",Das war nicht zu verstehen.,"Und an diesem Mittag, als Vater kochte, machte sich Paul an seinem Sack mit dreckigen Hemden und stinkenden Socken zu schaffen, er beugte sich in Kohleneimer und Abfallkorb, er schaute in Kachelherd und Kommoden:","Er fand keine Herzen, keine verkratzten oder zerbrochenen oder zerquetschten oder verschrumpelten Herzen."
schleichen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,x,1,131,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 54",Nie und nimmer konnte Doktor Schmidt sein heroisches Leben an Tante Elses ziegeniedrigen Launen abscheuern wollen.,"Er schlich sich in Tante Elses dummes Herz, um an Großvaters Uhrensammlung zu kommen.","Er wollte sie an sich reißen, einen Schatz heben, der in Wischnewskis Werkstatt verstaubte und Rost ansetzte."
werfen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,x,1,163,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 180",»Und Beethoven?« –,"»Kennt keine Demut«, entgegnete Paul, der zu aufgebracht war, um zu stottern, stieg vom Hocker und warf sich in einen Kaminsessel.",Und wortlos entfernten sich Maschke und Matz.
werfen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,x,1,165,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 194","Um Mitternacht knallten Steinchen ans Fenster, und Paul mußte nicht raten, um wen es sich handelte.","Er warf sich in Hosen und Hemd, schlich aus Haueisens Wohnung, und als er im Hof ankam, atemlos, lehnte sie an einem Baum und schaute abwechselnd zu Paul und zu Boden, verlegen, als handle es sich um einen Irrtum.",»Was ist passiert?« keuchte er.
schlecken,Ingestion,Ingestion.Ingestor,Motion.Theme,Motion.Goal,means,x,7,166,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 196","Mich braucht man bloß anzuschauen, und ich bin schwanger! «","Und er hob sie zu sich und schleckte sich tiefer und tiefer in Lottes Schoß (bis er klatschnaß war), und Pauls Bett fing zu singen und seufzen an, und es quietschte und knackte und knallte und krachte, und Max Haueisen donnerte an seine Schlafzimmerwand:","»Paul, was ist das, was machst du, verdammt?«"
krallen,Manipulation,Manipulation.Agent,Motion.Theme,Motion.Goal+Manipulation.Entity,manner,a,5,167,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 200","Meine Liebhaber rette ich, Paul. «","Und er riß sie an sich, aus Wut und aus Lust, und spreizte sie wild auseinander und krallte sich in Lottes Hintern und drang in sie ein, und sie schrien und schrien und rollten im Schlamm auseinander.",»Etwas verstehe ich nicht.«
recken,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,cx,1,171,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 216","Und auf Lottes Kissen fand er eine Karte, die Quedlinburgs Pulverturm zeigte.","Er drehte sie um und erkannte sich selbst, einen Paul, der in fliegenden Bleistiftstrichen als letztes Geißlein im Uhrkasten hockte mit frechem Gesicht und mit frecherem Specht (er reckte sich diebisch ins Freie).","In einer warmen Nacht, Ende Juli, hielt es Paul nicht mehr aus und verließ sein Schlupfloch und fegte mit Haueisens Fahrrad bis Quedlinburg, das am Hang schlief (und ein schwarzes Vipernnest war)."
kleben,Attaching,Attaching.Agent,Motion.Theme+Attaching.Item,Motion.Goal+Attaching.Goal,means,x,4,172,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 216",Es war stockdunkel.,Spinnenweb klebte sich in sein Gesicht.,Etwas flatterte um seinen Kopf.
krallen,Manipulation,Manipulation.Agent,Motion.Theme,Motion.Goal+Manipulation.Entity,manner,a,5,173,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 217",Etwas flatterte um seinen Kopf.,"Er watete mehrere Meter in eisigem Wasser und kroch eine Treppe hoch, krallte sich mit seinen Fingern in rieselnden Kalk.",Endlich war er im Treppenhaus.
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,174,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 221","In verschiedenen Ansichten zeichnete er in sein Werk Rieslers Pendel und Ausgleichspendel und notierte am Rand Materialien (Quecksilber, Stahl), Materialienmenge, und ertappte sich, Fehler und Fehler zu machen.","Es war verteufelt, Herr Joseph Schatz mischte sich in seine Aufmerksamkeit.",»Sie will dieses Kind ja bekommen.«
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,176,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 232",Endlich schwiegen Gewehr und Orchestrion.,Ein Soldat beugte sich in Pauls Haushaltsbuch und kratzte sich ratlos am Kopf.,"Und Paul stotterte, oh, was er stotterte (mit einem Gewehrlauf am Adamsapfel mußte er sich nicht verstellen), es handle sich u-u-u- um eine Uhr, ja nichts anderes als eine Uhr. Wa-wa-waffen entwerfe und baue er nicht (wenn man von seiner Steinschlo-lo-lo-leuder absehe) und keinen Sprengsto-sto-stoff."
legen,Placing,Placing.Agent,Placing.Theme,Placing.Goal,neutral,cx,1,178,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 235","Britische Panzer rollten an, und es hatte ein Ende mit Kaugummistreifen, Virginiatabak und Weißbrot.","Bald machten britische Panzer sowjetischen Panzern Platz, und Major Tatarov bestellte sich bei Tante Klara ein Schaumbad und legte sich singend in Haueisens Wanne.","Er soff Wodka und rieb sich mit Wodka ein, und sie erlitt einen Herzanfall, als er klatschnaß, nackt und muskelbepackt aus seinem Schaumbad stieg und Tante Klara (»Mutterchen! Mutterchen!«) abschmatzen wollte."
graben,Scouring,Scouring.Searcher,Motion.Theme,Motion.Goal+Scouring.Ground,means,a,5,192,36526,Belletristik,"Schmitter, Elke: Frau Sartoris, Berlin: BvT 2000[2002], S. 29","Seit sein Brief gekommen war, träumte ich wieder, ich malte mir unsere Küsse aus; ich hörte jeden Vogel singen und alle Blätter rauschen, ich summte jeden Schlager mit; ich war mit der ganzen Welt einverstanden.","Ich arbeitete gut und konzentriert; ich hatte Kräfte für zehn – und doch schlugen mir die Knie aneinander, als ich in die Allee einbog, und meine Hände gruben sich in die Rocktaschen, bis sie beinahe rissen.",Aber da stand er schon.
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,b,1,211,36526,Belletristik,"Schuh, Franz: Schreibkräfte, Köln: DuMont 2000, S. 59","Der operative Kritiker hingegen nimmt ohne Risiko am Kunstbetrieb teil, dessen Geltung er kritiklos voraussetzt und von dessen »Entfremdung« er profitiert.","Der operative Schriftsteller war in den Stoff, den er beschrieb, realiter eingebunden; bei allem, von dem er erzählte, arbeitete er auch »wirklich« mit; so nämlich konstituierte er die Wirklichkeit als Arbeiter, und im Schreiben konstituierte er sie als anti-bürgerlichen, proletarischen »Realismus«, er begab sich in die Lage des Rädchens im Räderwerk von Industrie oder Landwirtschaft.","Sein Räderwerk beschrieb er nicht aus der Distanz, sondern eben aus operativer Mitmache heraus."
schieben,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,218,36526,Belletristik,"Schuh, Franz: Schreibkräfte, Köln: DuMont 2000, S. 150","Diejenigen, die diese Sprache als Versprechen im Ohr hatten, spürten nach 1945, so Sloterdijk, nolens volens, »daß sie zunächst nur als die Davongekommenen einer großformatigen Illusion existieren werden.«","Aber ein realistisches Großformat, so sehe ich es, schob sich allmählich in die Mentalitäten, der Aufbau, genannt: »der Wiederaufbau«.","Dieses Wieder-zu-wirtschaftlichen-Kräften-Kommen, erforderte einen bestimmten Umgang mit dem gewesenen Versprechen, zu dem die deutsche Sprache zwischen 1938 und 1945 gedient hatte:"
heben,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,252,36530,Zeitung,"Die Zeit, 05.01.2000, Nr. 2","»Da die Luft sich über die Oberseite des Flügels schneller bewegt, entsteht ein Unterdruck, der den Flügel nach oben saugt.","Und da der Flügel stark genug ist, um den Rumpf zu tragen, hebt sich das ganze Flugzeug in die Höhe.",Deshalb fliegt ein Flugzeug.
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,267,36530,Zeitung,"Die Zeit, 05.01.2000, Nr. 2","Ohne Zweifel werden einige Rinderzüchter davon profitieren, dass sie Ackerland zum Anbau von Gemüse und Reis für ihre Zwecke umfunktionieren.","Aber warum begibt sich die Weltbank, die in den vergangenen Jahren so heftig wegen ihrer selbstzerstörerischen Wirtschaftspläne kritisiert wurde, schon wieder in die alte Falle?",* Neal D. Barnard ist Präsident des US-Ärztekomitees für verantwortliche Medizin.
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,269,36530,Zeitung,"Die Zeit, 05.01.2000, Nr. 2","Oben angekommen, öffnet sich der Blick über Täler und Berge - eine große, gelassene, in sich ruhende Weite; ein großes, glückliches Ausatmen.",In das Weiß unter Blau mischen sich die Wolkenschatten und die dunklen Birkenstoppeln in den Senken.,Zwei Eiszeiten sind dieser Landschaft über den Buckel gerutscht.
verkriechen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,x,1,273,36530,Zeitung,"Die Zeit, 05.01.2000, Nr. 2",Seit drei Tagen ist José im Hungerstreik.,"Die Sonne sinkt, die Campesinos auf dem Platz verkriechen sich in ihre Decken.","Die Dächer der Häuser nehmen ein rostiges Rot an, und der Illimani sieht aus, als würde er bluten."
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,335,36538,Zeitung,"Die Zeit, 13.01.2000, Nr. 3","Während das Ehepaar Mann noch mit der Auswahl der Garderobe beschäftigt ist, erscheinen die österreichischen Bekannten in der Lobby: ein junger Aristokrat, Richard Nikolaus Graf Coudenhove-Kalergi, und seine Gattin, die gefeierte Wiener Burgschauspielerin Ida Roland.","Das Quartett begibt sich in das Theater Athénée, wo eine leichte Komödie auf dem Programm steht, danach in die Rue Royale, zu einem späten Abendessen ins Restaurant Weber, unweit der Place de la Concorde.","Mehr als das Schauspiel ist es die Unterhaltung mit dem Grafen Coudenhove-Kalergi, die Thomas Mann im Gedächtnis bleibt."
flüchten,Fleeing,Fleeing.Self_mover,NA,Fleeing.Goal,neutral,a,1,353,36545,Zeitung,"Die Zeit, 20.01.2000, Nr. 4","Lester Burnham kündigt dreist seinen Job, fängt an zu kiffen, kauft sich den Traumwagen aus seiner Collegezeit und spricht sehr offen mit seiner Frau.","Die flüchtet sich in eine Affäre mit ihrem Maklervorbild, dem noch größeren Fassadenkünstler Buddy Kane (Peter Gallagher).","Die Tochter dagegen verliebt sich in den Nachbarjungen, den vermeintlich Verrückten und Videofreak Ricky (Wes Bentley), der Jane aber mithilfe seiner Filmaufnahmen auf die wahre ""amerikanische Schönheit"" aufmerksam macht, das wundersame ""Leben hinter den Dingen""."
schieben,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,b,1,413,36552,Zeitung,"Die Zeit, 27.01.2000, Nr. 5","Wir und die Welt, das meint erst an dieser Stelle nicht mehr nur Frankreich und den großen Rest.","Ein Drittes schiebt sich in die schmale Ritze zwischen Universalismus und Nationalismus, zwischen Republik und mondialisation, zwischen die große Geste und den Kleinmut, wie sie das moderne Frankreich seit zwei Jahrhunderten unnachahmlich vorlebt.",NA
